DATE,UNRATE(%),CONSUMER CONF INDEX,PPI-CONST MAT.,CPIALLITEMS,INFLATION(%),MORTGAGE INT. MONTHLY AVG(%),MED HOUSEHOLD INCOME,CORP. BOND YIELD(%),MONTHLY HOME SUPPLY,% SHARE OF WORKING POPULATION,GDP PER CAPITA,QUARTERLY REAL GDP,QUARTERLY GDP GROWTH RATE (%),CSUSHPISA
01-02-2006,4.8,106.8,177.7,83.83364906,3.597497386,6.2525,48201,5.35,6.1,67.26293826,45675,15244.088,1.34866612,203.783
01-01-2006,4.7,103.8,177.2,83.6648848,3.985317251,6.145,48201,5.29,5.3,67.26293826,45675,15244.088,1.34866612,204.366
01-12-2005,4.9,98.3,173.5,83.0320188,3.415659485,6.272,46326,5.37,4.9,67.11898948,44850,15041.232,0.567928238,205.017
01-11-2005,5,85.2,172.7,83.36954733,3.455497374,6.33,46326,5.42,5,67.11898948,44850,15041.232,0.567928238,205.464
01-10-2005,5,87.5,171.6,84.0446044,4.347826091,6.065,46326,5.35,4.5,67.11898948,44850,15041.232,0.567928238,205.867
01-09-2005,5,105.5,168.9,83.87584013,4.686677205,5.774,46326,5.13,4.7,67.11898948,44350,14956.291,0.78562198,206.266
01-08-2005,4.9,103.6,165.9,82.86325453,3.641160942,5.82,46326,5.09,4.5,67.11898948,44350,14956.291,0.78562198,206.712
01-07-2005,5,106.2,167.2,82.44134387,3.16789863,5.695,46326,5.06,4.2,67.11898948,44350,14956.291,0.78562198,207.202
01-06-2005,5,103.1,167.8,82.06162427,2.530311017,5.582,46326,4.96,4.3,67.11898948,43718,14839.707,0.486604478,207.941
01-05-2005,5.1,97.5,168.1,82.01943321,2.802749877,5.72,46326,5.15,4.2,67.11898948,43718,14839.707,0.486604478,208.58
01-04-2005,5.2,103,170,82.10381534,3.510638302,5.855,46326,5.33,4.3,67.11898948,43718,14839.707,0.486604478,208.947
01-03-2005,5.2,104.4,170,81.55533147,3.148345783,5.928,46326,5.4,4.1,67.11898948,43285,14767.846,1.110882508,209.496
01-02-2005,5.4,105.1,170.4,80.92246548,3.007518794,5.6275,46326,5.2,4.3,67.11898948,43285,14767.846,1.110882508,210.231
01-01-2005,5.3,102.7,168.6,80.45836375,2.969762425,5.71,46326,5.36,4.4,67.11898948,43285,14767.846,1.110882508,210.911
01-12-2004,5.4,92.6,166.3,80.28959948,3.255561587,5.752,44334,5.47,4.1,66.92166376,42561,14605.595,1.022027369,211.598
01-11-2004,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3,66.92166376,42561,14605.595,1.022027369,212.446
01-10-2004,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9,66.92166376,42561,14605.595,1.022027369,213.434
01-09-2004,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1,66.92166376,41911,14457.832,0.941247225,214.49
01-08-2004,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3,66.92166376,41911,14457.832,0.941247225,215.549
01-07-2004,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5,66.92166376,41911,14457.832,0.941247225,216.602
01-06-2004,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9,66.92166376,41358,14323.017,0.778738758,217.464
01-05-2004,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8,66.92166376,41358,14323.017,0.778738758,217.689
01-04-2004,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4,66.92166376,41358,14323.017,0.778738758,218.139
01-03-2004,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6,66.92166376,40801,14212.34,0.572916486,219.702
01-02-2004,5.6,97.7,153.4,78.55976576,1.693063912,5.635,44334,5.5,3.7,66.92166376,40801,14212.34,0.572916486,222.539
01-01-2004,5.7,94.8,150,78.13785509,1.926252069,5.7125,44334,5.54,3.8,66.92166376,40801,14212.34,0.572916486,225.793
01-12-2003,5.7,92.5,149.7,77.75813549,1.879491432,5.876,43318,5.62,4,66.73921392,40362,14131.379,1.154045728,229.403
01-11-2003,5.8,81.7,150.2,77.84251763,1.765030341,5.9325,43318,5.65,4.1,66.73921392,40362,14131.379,1.154045728,232.673
01-10-2003,6,77,149.6,78.05347296,2.040816328,5.952,43318,5.7,3.8,66.73921392,40362,14131.379,1.154045728,235.7
01-09-2003,6.1,81.7,149,78.13785509,2.320441987,6.1475,43318,5.72,3.8,66.73921392,39752,13970.157,1.66689627,238.784
01-08-2003,6.1,77,147.2,77.88470869,2.158273379,6.264,43318,5.88,3.5,66.73921392,39752,13970.157,1.66689627,241.845
01-07-2003,6.2,83.5,147,77.58937123,2.109938929,5.6325,43318,5.49,3.6,66.73921392,39752,13970.157,1.66689627,245.796
01-06-2003,6.3,83.6,146.1,77.50498909,2.112284595,5.23,43318,4.97,3.5,66.73921392,38976,13741.107,0.893377801,250.094
01-05-2003,6.1,81,145.8,77.42060696,2.057842048,5.484,43318,5.22,3.9,66.73921392,38976,13741.107,0.893377801,254.556
01-04-2003,6,61.4,145.9,77.54718016,2.224694107,5.8125,43318,5.74,4.1,66.73921392,38976,13741.107,0.893377801,259.249
01-03-2003,5.9,64.8,145.2,77.71594443,3.020134229,5.745,43318,5.89,4.1,66.73921392,38584,13619.434,0.516723187,263.349
01-02-2003,5.9,78.8,145.2,77.25184269,2.980877387,5.8425,43318,5.95,4.5,66.73921392,38584,13619.434,0.516723187,267.028
01-01-2003,5.8,80.7,144.4,76.66116776,2.597402587,5.916,43318,6.17,4,66.73921392,38584,13619.434,0.516723187,270.258
01-12-2002,6,84.9,144.3,76.32363923,2.376910015,6.0475,42409,6.21,4,66.59359495,38274,13549.421,0.130655767,273.154
01-11-2002,5.9,79.6,144.6,76.4924035,2.198421643,6.068,42409,6.31,4,66.59359495,38274,13549.421,0.130655767,276.429
01-10-2002,5.7,93.7,145,76.4924035,2.025886322,6.1125,42409,6.32,4,66.59359495,38274,13549.421,0.130655767,280.19
01-09-2002,5.7,94.5,145.4,76.3658303,1.514301746,6.0925,42409,6.15,3.9,66.59359495,38099,13531.741,0.403528704,284.767
01-08-2002,5.7,97.4,145.1,76.2392571,1.802816906,6.29,42409,6.37,4,66.59359495,38099,13531.741,0.403528704,290.371
01-07-2002,5.8,106.3,144.7,75.9861107,1.464788735,6.485,42409,6.53,4.2,66.59359495,38099,13531.741,0.403528704,296.496
01-06-2002,5.8,110.3,144.3,75.90172857,1.067415727,6.65,42409,6.63,4.2,66.59359495,37860,13477.356,0.615502456,301.704
01-05-2002,5.8,108.5,143.8,75.8595375,1.181767015,6.806,42409,6.75,4,66.59359495,37860,13477.356,0.615502456,304.831
